number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_group,room_type,price
70,4,1,283,0,1,110
4,3,1,181,0,1,120
2,2,1,0,4,0,49
0,3,2,0,0,0,50
0,15,1,0,0,0,50
0,7,2,281,2,0,50
4,3,1,0,1,1,135
426,2,3,275,0,0,76
114,1,2,305,2,0,37
0,1,1,365,2,0,75
40,2,1,9,1,0,90
118,4,2,269,0,0,45
2,7,1,0,0,1,85
412,1,5,159,2,0,45
1,3,1,0,1,0,65
100,2,1,307,0,1,97
46,5,1,338,2,0,100
9,3,1,0,1,1,130
10,2,1,0,1,1,110
114,2,3,250,0,1,155
0,2,1,0,1,0,49
48,2,1,227,0,1,120
12,3,1,173,0,1,150
1,1,1,0,2,1,119
1,3,1,365,4,0,33
10,1,1,116,1,0,43
3,2,1,0,0,1,195
2,5,2,3,1,1,173
19,1,1,345,0,0,115
17,2,1,348,2,1,136
29,2,1,36,0,1,225
0,4,1,344,1,1,307
37,5,1,310,0,1,120
248,3,1,215,2,0,130
52,2,1,28,1,0,125
17,4,3,265,1,1,145
0,30,232,194,1,1,274
5,2,327,268,1,1,214
25,1,4,156,2,0,69
58,4,2,32,0,0,39
59,3,1,42,4,1,58
6,2,1,137,0,1,150
13,3,1,83,1,1,225
117,2,1,270,0,0,125
0,2,1,47,4,1,95
0,30,6,200,0,1,195
1,1,1,130,1,1,150
4,30,14,332,1,1,163
2,2,1,0,1,1,200
29,2,3,38,2,1,105
7,3,1,351,1,1,239
7,1,7,296,1,0,100
2,31,18,362,2,0,40
31,2,1,35,0,0,187
2,1,1,0,0,1,150
0,30,4,310,1,0,86
0,5,3,21,1,0,60
26,1,3,115,0,0,49
82,1,2,365,0,0,39
11,3,1,364,0,0,150
4,2,1,0,1,1,80
5,3,1,0,0,1,10
18,2,1,51,4,1,35
129,2,2,235,0,1,165
9,3,1,32,1,0,89
1,3,1,263,1,1,450
0,30,1,293,1,1,217
0,36,1,0,1,1,175
42,1,1,221,0,0,49
1,2,1,0,0,0,80
3,1,1,188,1,1,225
0,30,23,314,2,0,34
78,3,2,177,0,1,177
116,1,8,236,0,0,129
1,1,5,0,0,0,90
4,3,1,9,0,1,175
0,30,8,281,1,1,150
19,1,1,18,1,0,40
3,2,1,0,1,1,390
60,6,2,112,0,1,185
0,5,1,0,0,1,130
34,3,1,0,0,1,80
114,1,1,38,1,0,89
5,3,1,365,1,1,289
0,5,1,188,1,1,130
107,7,2,249,1,1,249
10,9,1,0,0,1,125
20,2,1,29,1,1,140
0,3,1,0,0,0,75
52,2,1,193,1,1,200
9,6,1,4,1,1,589
9,2,1,0,1,1,199
7,2,1,0,2,1,99
17,2,1,0,1,0,135
2,2,1,0,0,1,175
93,1,3,90,1,2,29
119,2,1,20,1,0,84
0,1,1,0,0,1,70
0,6,2,67,0,0,60
0,1,1,0,0,0,65
18,2,1,205,0,0,70
1,15,1,0,0,0,65
9,4,1,0,1,1,90
15,2,1,4,0,1,180
0,2,1,0,1,1,275
5,4,1,0,0,1,195
122,4,1,236,0,1,195
20,1,2,188,2,0,50
7,3,1,67,0,1,200
1,30,96,311,1,1,400
22,3,1,89,0,0,65
26,5,3,0,0,0,89
1,2,1,0,2,1,52
0,1,1,0,1,0,125
56,4,2,15,1,0,89
1,6,1,0,1,1,225
19,2,1,5,1,1,265
8,6,1,9,0,1,275
1,2,1,0,0,1,130
2,5,1,179,2,0,49
3,4,1,0,1,1,180
0,2,1,0,0,0,50
2,3,1,281,1,1,330
15,2,1,11,1,1,131
0,14,1,0,0,0,40
4,4,1,8,1,1,85
3,1,7,365,1,2,77
0,2,1,0,1,2,60
38,2,2,38,2,2,45
10,21,2,14,0,0,100
1,29,7,35,2,0,32
5,3,4,319,1,1,239
3,2,1,0,1,1,250
0,1,18,365,2,0,135
37,2,1,333,1,1,179
4,1,1,0,0,0,74
0,1,1,0,1,0,70
2,2,1,0,1,0,65
0,3,1,3,2,1,47
0,1,3,333,0,0,51
0,5,1,38,0,0,80
30,14,1,317,1,1,99
22,1,4,347,2,0,63
19,7,1,24,1,1,150
4,1,1,0,1,0,85
0,1,1,19,0,1,63
4,3,1,26,1,0,119
6,2,3,0,1,0,90
5,4,1,0,0,0,55
2,2,1,0,0,1,100
0,4,1,0,1,1,175
0,1,1,0,0,0,55
54,2,4,174,2,0,50
4,7,1,31,1,1,400
1,3,1,0,0,1,75
51,1,1,291,3,1,138
53,2,1,324,0,0,86
1,30,11,332,1,1,130
13,1,1,331,1,2,60
2,2,1,0,1,1,250
3,1,1,0,1,1,65
19,1,5,48,2,0,49
13,1,1,346,2,1,207
28,1,2,20,0,0,100
0,1,1,0,2,0,100
2,7,1,324,0,0,75
4,4,1,0,0,1,220
124,1,1,64,0,1,71
4,3,1,68,2,0,89
0,4,1,39,2,1,149
0,2,2,0,1,0,100
1,3,1,0,1,0,65
0,24,2,181,1,1,57
1,14,1,14,1,1,90
156,1,1,22,1,1,180
157,20,1,0,1,1,450
6,1,1,177,0,1,225
150,1,1,35,1,1,80
1,30,52,311,0,1,129
0,30,232,323,1,1,271
99,30,2,151,0,1,100
4,1,2,22,0,0,80
0,5,2,0,4,1,39
10,1,1,0,0,0,90
58,3,1,67,1,1,176
34,2,1,239,0,1,300
14,2,1,149,1,1,290
2,30,23,0,1,1,229
2,12,1,31,1,0,130
35,1,2,261,1,0,90
11,30,4,79,0,0,50
15,1,1,322,2,0,99
8,14,1,0,0,0,65
97,3,3,332,1,0,90
27,4,1,42,1,1,172
2,1,1,0,0,2,45
32,5,1,0,0,0,64
6,30,1,189,0,1,130
0,1,33,364,0,1,189
12,4,1,0,0,0,100
3,3,1,0,0,1,70
26,2,1,315,0,1,108
0,7,1,0,1,0,43
1,5,1,0,0,0,60
2,4,4,0,0,1,395
23,6,1,89,1,1,200
8,2,3,264,1,1,250
54,3,1,59,0,1,150
1,7,1,8,1,1,165
50,1,1,1,2,0,55
4,2,1,0,1,0,75
39,2,4,179,0,0,48
9,2,1,0,1,1,175
83,2,1,192,0,2,34
19,3,2,88,0,2,52
3,20,1,23,0,1,88
5,2,1,0,2,1,155
61,2,1,117,0,0,150
20,3,1,155,1,1,370
15,5,1,0,0,1,265
3,3,1,0,1,0,89
0,31,2,333,1,1,130
4,1,1,0,1,1,270
0,1,8,352,2,0,37
2,3,1,0,1,1,180
83,3,1,255,0,1,139
0,1,1,0,0,1,120
12,2,1,85,3,1,150
120,1,3,34,1,0,115
0,5,1,0,1,1,145
0,3,1,0,0,1,120
10,3,2,0,0,1,345
0,10,1,0,0,0,40
17,2,1,36,3,0,40
13,7,1,0,0,0,49
9,12,1,0,0,0,45
0,3,1,0,0,1,89
12,1,1,0,1,1,119
0,3,1,101,0,1,250
1,1,2,0,1,0,120
1,2,1,365,2,0,90
49,2,1,62,1,1,199
66,1,3,231,1,1,169
111,4,1,9,0,1,185
14,1,1,306,1,1,300
6,5,1,0,0,0,55
0,6,1,0,0,1,200
0,1,1,0,1,1,300
0,180,31,173,0,1,250
1,3,1,0,1,1,250
0,25,3,0,0,0,40
4,2,327,272,1,1,217
55,1,1,354,1,0,149
5,3,1,0,0,1,120
1,1,2,59,2,0,195
1,7,1,0,0,0,75
68,2,3,43,1,1,200
20,2,1,224,2,0,70
0,4,1,31,1,0,125
95,3,1,122,0,1,225
0,30,14,339,1,1,300
20,13,8,14,0,0,51
1,1,1,0,1,2,65
46,2,1,72,1,0,65
0,6,1,0,2,1,60
24,5,1,137,1,1,350
59,1,6,362,1,2,75
1,4,1,0,1,0,67
2,30,9,333,1,1,110
0,3,5,365,0,0,89
9,2,2,281,0,1,172
14,4,1,323,1,1,200
19,1,2,58,1,0,75
25,6,1,84,0,0,75
3,7,1,0,0,0,70
3,1,1,311,0,0,72
76,4,1,5,2,0,35
12,7,1,2,1,1,175
2,2,1,22,2,1,125
5,3,1,5,1,1,95
18,1,1,0,1,0,50
1,1,1,95,0,0,45
5,2,3,188,3,0,83
4,5,1,285,1,1,120
7,1,1,0,1,0,95
16,1,1,0,1,1,160
7,2,1,0,1,1,189
5,6,1,0,1,1,110
13,3,1,83,2,0,55
0,5,1,0,1,1,78
0,2,2,98,0,0,70
2,1,1,0,2,1,112
8,3,1,79,1,1,190
8,3,2,324,2,0,90
26,7,1,182,0,1,130
47,3,1,287,0,1,81
1,3,1,0,1,1,300
14,7,1,326,0,1,195
129,2,2,39,0,0,60
1,3,1,0,1,1,160
1,3,1,0,1,1,200
9,3,1,0,0,1,220
3,2,2,0,1,0,65
173,4,1,258,0,1,550
5,7,2,1,0,1,250
26,2,1,155,0,0,99
22,2,1,107,0,0,59
3,1,1,0,0,1,200
0,1,2,346,2,0,79
0,1,1,22,1,1,161
33,2,1,282,2,1,68
1,1,1,188,0,1,150
180,3,2,263,0,1,143
1,4,1,0,0,1,224
1,4,1,0,1,1,375
34,2,5,29,0,0,49
4,1,1,36,0,0,66
26,1,3,363,4,0,49
17,30,1,190,1,1,250
3,1,1,0,1,1,195
27,5,1,2,2,1,125
15,6,2,147,0,0,59
0,7,1,37,0,0,49
1,1,2,0,0,0,45
170,3,1,37,1,1,159
31,2,2,20,0,0,70
24,4,4,355,1,0,140
0,1,1,0,0,1,150
43,1,3,89,0,0,50
47,5,1,89,1,0,62
3,2,1,0,0,0,48
0,2,5,358,0,0,63
2,30,29,333,1,1,116
3,7,2,182,1,0,55
0,3,1,0,1,0,60
0,3,1,0,1,0,65
9,3,1,0,1,0,99
1,3,1,0,1,0,50
2,3,1,16,0,1,200
2,4,1,3,1,1,150
0,30,1,0,1,1,166
3,3,1,118,1,1,249
6,5,1,252,1,1,300
3,3,1,0,2,0,60
157,2,1,67,0,0,38
32,4,2,216,1,1,150
0,30,50,364,1,1,175
14,1,1,2,0,0,80
25,2,3,261,0,1,130
1,1,5,15,1,0,80
29,1,3,8,1,0,75
8,3,1,0,0,1,185
9,2,1,0,1,0,46
59,1,2,36,2,1,79
0,30,232,1,1,1,283
78,1,1,5,1,0,95
198,2,1,39,1,1,90
0,30,37,0,2,0,32
1,5,1,0,1,1,250
0,30,31,337,1,1,135
0,1,1,0,1,1,148
22,2,1,103,2,1,100
0,3,1,9,0,1,135
2,13,1,0,0,1,115
117,1,15,236,0,0,45
6,5,1,0,1,0,75
4,5,1,53,1,1,150
0,3,1,0,1,1,235
7,2,1,37,0,1,139
45,3,1,180,1,1,189
4,2,1,0,0,1,130
22,1,4,96,1,0,82
3,3,1,0,1,1,195
39,2,1,17,1,0,90
4,2,1,0,1,0,175
6,4,1,35,1,0,89
0,1,1,160,1,1,120
33,3,1,325,2,1,128
0,30,103,249,2,0,38
21,2,1,0,0,1,100
6,4,2,282,2,1,139
22,3,1,16,0,1,120
22,1,1,0,0,1,115
9,1,1,106,0,1,95
0,2,1,0,1,0,75
40,3,1,0,0,1,125
3,1,5,0,1,0,80
3,2,2,0,0,0,35
3,4,1,0,1,1,139
3,2,1,157,0,1,200
40,2,1,119,1,1,280
0,6,1,0,0,0,50
115,1,2,0,1,2,35
18,3,1,20,1,1,250
10,1,1,365,2,0,85
25,3,1,347,1,1,210
1,4,1,0,1,0,125
71,2,1,68,0,1,175
146,2,1,112,1,1,220
1,2,1,0,0,1,130
209,1,1,203,1,0,70
9,2,1,60,0,1,189
9,4,1,0,1,0,95
67,1,1,321,1,1,240
0,5,2,163,1,1,165
0,1,1,0,1,0,50
5,2,1,0,1,1,190
79,5,2,154,1,1,439
2,1,1,0,0,0,80
4,1,2,25,2,0,72
113,2,4,63,2,0,70
0,1,1,0,2,0,180
8,7,2,243,0,1,110
0,2,1,0,4,0,65
94,1,6,333,2,1,99
21,4,1,193,1,1,290
39,2,1,68,2,0,80
5,6,1,0,0,1,370
1,30,96,252,1,1,156
23,2,1,155,4,1,125
4,4,1,3,0,0,43
0,6,1,364,1,0,80
25,2,1,0,1,1,129
0,28,4,138,0,1,350
3,3,1,0,0,1,135
9,1,1,157,0,1,129
0,4,1,60,0,0,46
64,1,1,4,1,0,50
38,3,1,2,1,1,133
1,5,1,0,1,0,120
31,4,1,8,1,0,130
124,3,1,158,0,1,125
7,1,1,0,1,0,95
13,3,1,219,1,0,135
1,30,87,350,1,1,163
2,3,1,0,0,1,135
6,1,1,0,0,0,95
16,1,3,0,0,0,55
0,29,327,332,1,1,185
201,1,11,240,1,0,155
0,1,1,83,2,0,60
84,5,5,295,0,0,33
10,1,1,47,0,0,99
7,30,5,71,1,1,160
0,30,1,49,1,1,220
36,2,1,49,0,0,69
0,1,1,0,0,0,25
4,3,1,302,2,1,295
0,3,4,357,1,0,449
1,7,2,0,1,0,115
7,6,1,0,1,1,365
2,2,1,0,0,2,70
5,5,2,3,0,0,45
36,3,5,365,4,0,43
0,2,1,10,1,1,229
20,5,1,341,1,1,120
4,2,3,112,0,0,118
1,2,1,11,0,1,100
15,6,1,63,0,1,70
1,1,2,350,1,0,199
7,1,1,0,0,1,127
1,7,1,21,0,0,42
75,1,1,171,0,1,125
4,31,1,139,1,1,139
5,1,7,51,1,0,200
1,2,1,245,0,1,260
14,2,3,306,0,2,45
2,6,1,0,1,1,180
254,1,5,222,0,0,90
100,7,1,203,1,1,120
0,1,5,351,2,0,59
6,2,1,0,1,1,160
29,4,1,13,1,0,85
17,10,1,0,0,0,70
0,2,2,0,0,0,68
3,5,1,0,0,1,140
1,3,1,0,0,0,65
2,1,1,178,0,0,200
50,1,2,61,2,0,75
1,2,1,53,1,0,75
205,2,1,233,1,1,185
5,2,1,0,1,1,150
0,1,1,0,1,1,300
56,1,1,64,0,1,70
106,3,1,238,2,1,85
96,2,5,362,3,1,125
11,1,1,0,0,0,50
11,4,1,16,1,1,197
7,1,1,0,0,0,95
5,2,1,0,0,0,100
126,2,3,173,1,0,80
1,1,1,0,0,0,45
3,2,2,151,0,1,85
0,14,1,59,0,1,60
0,30,1,0,0,1,60
29,1,1,13,0,0,64
31,2,1,238,1,1,379
12,4,2,0,1,0,72
11,1,1,0,0,0,60
15,2,2,292,1,0,65
108,4,1,162,1,1,199
4,2,1,0,0,1,225
0,30,1,36,1,1,150
4,3,1,253,1,1,188
27,4,1,0,1,1,245
9,2,1,0,1,1,100
82,1,2,52,2,0,45
88,3,1,137,1,0,80
12,30,1,336,1,0,65
89,5,1,179,1,1,584
1,3,1,365,2,1,150
150,4,1,192,1,0,95
3,1,6,83,2,1,450
3,20,1,0,0,0,50
1,2,1,61,1,1,250
12,3,1,0,1,1,450
20,2,1,78,1,1,399
145,1,1,33,2,1,180
18,2,1,0,0,1,142
4,7,13,260,0,0,35
0,28,1,365,1,1,450
35,2,1,125,2,1,75
3,2,1,0,0,0,75
0,2,1,267,1,1,600
96,2,2,357,0,1,99
0,40,1,0,4,1,70
0,14,1,0,1,1,225
71,5,1,66,1,0,100
19,3,3,360,0,0,109
35,10,1,51,1,1,200
2,4,1,0,0,0,50
32,1,6,364,2,0,70
155,3,1,159,1,1,250
1,3,1,0,1,1,180
0,5,1,18,0,0,60
5,180,3,331,1,0,80
0,1,1,0,0,0,100
35,1,1,43,2,0,28
17,30,4,335,0,0,45
92,2,2,4,0,1,148
89,1,4,58,0,0,85
46,4,1,9,1,1,276
0,30,4,365,0,2,38
6,30,52,188,0,1,129
169,10,1,3,1,1,289
7,3,3,157,1,1,275
2,2,1,166,1,1,1200
1,1,1,37,2,0,40
1,1,1,0,1,0,80
71,2,1,151,0,0,85
1,4,1,0,1,0,100
0,90,1,358,0,0,48
36,2,1,3,1,0,115
0,7,1,29,0,1,125
0,30,33,364,1,1,159
17,1,1,0,3,0,49
84,2,1,27,1,1,225
29,1,1,39,1,1,300
1,18,1,0,2,0,31
2,2,1,0,0,0,50
6,1,1,180,0,0,65
1,30,3,357,1,1,376
3,2,1,0,0,1,185
23,2,2,49,0,1,75
26,6,3,90,0,0,60
9,2,1,1,0,1,150
8,2,1,44,1,1,400
1,4,3,181,1,1,125
0,1,1,0,0,0,60
5,7,1,214,1,1,142
14,1,4,234,1,0,80
3,2,1,365,4,0,140
103,2,2,3,2,0,57
17,1,3,231,2,0,25
61,2,1,337,0,1,100
23,3,2,357,2,1,200
38,2,1,244,1,1,175
1,31,1,0,0,1,180
2,1,30,363,1,0,129
68,2,1,69,0,0,85
8,1,2,23,0,0,100
0,5,1,5,0,1,94
5,3,1,0,1,1,195
1,3,1,0,1,1,100
0,3,2,52,1,0,100
6,2,1,62,4,0,42
3,27,1,17,0,0,50
0,1,1,0,0,0,60
5,30,4,220,1,1,125
119,3,3,238,1,1,175
2,1,1,0,0,0,110
41,4,2,28,1,0,81
4,20,2,95,0,0,75
9,14,1,8,0,0,47
43,2,2,15,0,0,35
68,1,1,330,1,0,70
0,2,1,364,4,0,55
31,2,1,319,2,0,70
1,4,1,0,1,1,120
14,5,1,137,1,1,420
1,4,2,0,1,1,299
2,30,4,7,0,0,100
2,3,1,0,1,1,150
75,1,2,81,0,0,138
0,4,1,0,0,0,40
15,2,327,310,1,1,404
4,2,1,160,1,1,250
0,4,1,0,1,0,105
0,31,4,78,1,0,50
6,3,1,0,1,1,250
75,2,2,249,0,0,69
222,2,2,238,0,1,199
0,1,1,0,0,0,79
3,1,3,365,3,0,52
0,30,65,329,1,1,435
123,4,1,101,0,1,150
77,4,2,340,0,1,139
13,30,3,37,0,0,138
9,20,4,154,0,0,80
2,1,3,217,1,0,90
0,3,1,0,1,0,100
0,4,2,297,0,0,59
12,6,2,54,0,0,59
1,1,10,136,2,0,68
2,1,1,194,0,1,89
0,1,1,0,1,1,115
0,4,2,0,0,1,90
60,2,1,357,1,0,175
16,5,1,354,0,0,170
1,1,1,0,0,0,70
7,2,1,0,0,0,35
22,3,1,0,1,1,177
1,2,1,0,0,0,52
169,1,1,233,0,0,80
0,30,103,246,2,0,45
0,3,1,125,0,1,160
0,2,2,0,1,1,200
11,4,1,19,0,1,65
19,3,1,77,1,1,295
2,2,1,0,1,1,139
7,30,1,241,0,1,100
35,6,1,11,1,1,200
0,2,1,0,1,0,215
19,1,3,0,1,1,250
107,3,1,77,0,1,100
37,1,3,0,0,0,65
1,2,1,0,1,0,60
34,2,1,0,0,1,125
54,1,1,20,0,1,75
213,1,2,38,0,0,89
45,1,3,83,0,0,55
98,1,3,27,1,0,129
1,1,1,0,1,0,60
99,2,1,221,0,1,137
7,1,2,48,0,0,81
36,4,1,248,1,1,200
1,2,1,292,2,1,98
0,1,1,10,1,1,145
13,1,5,141,0,0,26
0,3,1,41,1,0,50
5,30,15,297,2,1,110
40,1,2,66,1,0,150
0,14,1,0,1,0,75
7,2,1,123,0,1,115
139,7,2,311,0,1,125
1,4,1,0,0,0,70
6,1,1,0,1,0,187
0,5,1,209,0,1,250
0,30,1,342,1,2,65
1,2,1,270,0,0,100
0,30,1,192,1,1,113
0,3,1,0,1,1,164
3,2,3,174,0,0,55
0,3,2,8,0,1,250
0,3,1,10,1,1,250
31,3,1,353,1,1,814
25,2,2,21,0,0,50
255,1,5,175,2,0,45
0,200,1,365,1,1,160
1,100,1,0,1,1,200
25,4,2,0,0,0,55
2,3,1,0,0,1,90
8,1,2,333,0,0,46
2,30,1,67,1,1,125
0,1,1,0,0,0,200
13,3,1,157,1,1,200
76,1,1,0,1,1,109
32,5,1,0,1,0,100
3,2,1,0,0,1,250
30,3,1,173,1,1,250
1,18,2,0,0,0,40
8,1,2,21,0,1,79
2,1,1,0,0,0,90
1,1,3,89,2,0,100
0,1,1,0,0,0,60
7,2,1,4,0,1,150
4,1,1,164,1,1,350
8,16,1,0,1,1,95
61,6,1,275,1,1,190
16,1,4,295,2,0,65
8,2,2,337,2,0,67
137,1,1,36,1,0,100
0,7,1,0,0,0,69
0,4,1,24,0,1,140
1,2,1,97,0,0,120
0,30,49,324,1,1,200
6,30,1,0,1,0,100
1,3,1,0,1,1,250
7,1,3,135,1,0,150
1,5,1,0,1,1,150
0,14,1,30,0,1,82
0,2,1,88,0,0,75
0,1,4,70,2,0,50
5,5,2,1,1,1,220
0,8,1,0,1,1,150
10,2,2,180,0,1,210
3,1,2,0,0,0,50
1,5,1,364,0,0,40
3,2,1,19,1,0,40
0,1,2,360,1,2,100
24,2,1,188,1,1,125
2,1,1,0,1,1,150
2,5,1,0,1,1,75
1,3,9,92,1,1,185
31,2,1,142,1,1,465
0,30,9,365,1,0,55
8,7,1,0,0,0,54
36,3,1,89,0,1,120
0,2,1,41,1,0,125
7,2,327,294,1,1,248
1,14,1,2,1,1,135
3,25,1,36,0,0,35
0,3,1,342,2,1,1500
1,2,1,0,0,0,60
0,80,121,365,1,1,1170
0,7,1,0,2,0,38
6,1,2,164,2,0,50
0,29,327,334,1,1,189
279,2,1,218,0,1,175
0,30,65,364,1,1,350
44,2,1,153,4,1,325
1,1,1,0,0,0,65
69,3,1,226,1,1,245
6,2,1,39,0,0,100
1,30,17,342,0,0,55
0,2,1,365,1,1,1050
182,4,1,72,1,1,120
64,1,2,302,0,0,50
38,5,1,54,1,0,125
57,2,2,53,2,1,95
85,2,2,349,2,0,75
102,2,1,213,1,1,170
7,1,17,218,1,1,137
9,1,17,364,0,0,119
1,1,1,0,0,0,100
45,7,1,364,1,1,379
12,1,9,161,1,2,85
49,2,1,365,2,0,100
56,1,2,51,0,0,85
0,30,23,243,2,0,34
0,2,3,362,0,0,600
13,1,2,17,2,0,40
0,7,2,53,1,0,50
11,1,1,24,1,1,170
21,4,2,189,0,1,160
0,1,1,0,1,0,100
0,1,2,365,2,0,70
3,30,6,365,0,2,32
32,4,1,303,2,0,80
65,1,3,92,0,1,79
32,2,1,0,1,0,119
4,6,1,0,1,0,50
3,2,1,223,1,0,60
0,5,2,209,0,1,300
0,30,1,351,1,1,265
209,1,2,1,2,0,50
3,30,1,339,0,1,130
22,2,1,132,0,1,350
1,1,1,157,1,0,110
0,2,1,0,1,0,70
3,3,3,13,0,0,75
8,30,52,258,1,1,113
2,1,1,71,0,1,225
0,30,1,265,1,1,99
25,1,13,0,0,0,250
7,14,1,179,0,0,125
0,5,1,0,1,0,75
99,14,1,21,1,0,85
5,2,1,0,1,1,140
1,1,33,365,0,1,199
55,7,1,13,1,1,220
27,3,1,0,1,0,60
3,3,1,0,0,0,215
0,30,43,361,0,0,54
1,5,1,77,1,1,180
4,1,1,5,1,1,150
0,7,1,0,2,0,50
2,5,1,0,1,1,105
144,6,2,59,0,1,60
8,4,1,363,1,1,200
0,2,1,0,1,0,80
2,4,2,34,0,1,160
20,5,1,0,0,1,160
2,2,1,0,0,1,155
0,120,232,163,1,1,232
9,10,1,0,1,1,149
0,1,1,0,1,1,1500
0,1,12,146,1,1,7703
2,3,2,0,1,0,75
50,1,2,287,0,1,90
24,1,3,32,0,0,59
51,2,1,170,1,0,60
4,2,2,0,1,0,190
3,1,1,0,0,0,46
12,4,1,29,0,1,80
0,1,1,0,1,1,100
4,5,1,313,0,0,75
0,4,1,22,0,1,99
0,30,96,311,1,1,250
0,1,1,0,0,0,55
4,7,1,0,0,1,90
2,60,1,0,0,1,249
2,3,1,0,1,1,225
7,30,34,252,1,1,110
4,1,33,179,1,1,179
8,5,1,0,0,1,80
0,4,1,0,0,0,100
1,1,2,0,1,0,105
0,29,96,332,1,1,135
12,30,2,194,1,1,173
0,1,1,0,2,2,30
0,4,1,170,0,0,180
0,30,2,342,1,1,250
22,3,1,23,1,0,100
50,6,1,0,0,0,110
1,30,34,311,1,0,65
1,2,3,341,0,0,43
4,5,2,0,0,0,55
1,5,1,4,0,1,300
24,21,1,264,0,1,125
50,2,3,0,2,0,109
1,2,1,0,0,1,120
0,2,1,81,1,1,240
1,3,1,345,1,1,800
41,1,4,352,0,0,40
1,2,1,0,0,1,145
34,3,13,74,0,0,189
220,2,1,1,1,0,131
0,7,1,0,2,1,75
4,20,1,0,0,1,198
2,1,1,0,1,0,120
10,1,8,275,2,0,129
101,1,3,33,2,0,45
22,28,2,207,0,1,150
1,1,1,0,0,0,66
2,2,1,0,0,1,125
8,1,7,14,0,0,300
140,60,5,283,1,0,120
4,3,2,0,1,0,52
13,1,4,0,1,1,299
23,2,2,328,0,1,600
22,1,1,64,1,1,175
8,5,1,0,1,1,495
0,30,9,342,1,1,170
16,2,1,4,1,1,70
0,3,2,0,1,0,145
0,29,327,341,1,1,165
5,28,1,24,0,0,88
13,30,1,0,1,1,90
0,4,1,297,1,1,300
28,2,1,0,2,1,90
1,7,1,0,0,1,90
152,5,1,281,0,1,160
8,1,1,0,1,0,85
2,1,1,0,0,1,110
136,3,1,284,1,1,250
0,3,1,18,1,1,154
5,30,50,344,1,1,150
50,7,1,319,2,1,395
1,3,6,353,1,2,65
46,7,1,254,0,1,160
4,60,2,156,0,1,119
0,1,1,165,0,0,50
0,1,2,364,1,1,307
1,2,1,0,0,1,200
11,7,1,0,0,1,72
26,2,4,339,0,0,70
118,2,2,45,0,0,50
0,3,2,0,0,1,245
7,2,1,31,0,0,100
0,4,1,0,1,1,175
11,30,2,332,1,1,499
2,3,2,0,0,0,100
0,31,2,281,2,0,49
36,30,1,245,1,1,95
2,3,1,0,0,0,30
8,7,1,363,1,0,135
2,3,4,335,4,0,60
10,4,1,97,2,1,170
22,1,2,5,2,1,90
3,30,43,291,0,0,47
54,1,1,0,1,1,100
2,3,1,0,1,0,70
1,3,1,0,0,1,700
10,30,16,299,1,1,129
23,2,2,33,0,1,60
50,1,1,38,2,0,57
0,5,2,0,2,1,90
37,7,1,97,1,1,145
35,5,1,320,1,0,95
72,1,2,29,2,0,55
0,1,3,330,0,0,80
5,1,1,0,1,0,58
80,2,4,158,1,0,99
3,5,1,189,2,0,70
21,2,1,70,0,1,189
1,7,1,0,0,0,65
7,3,12,0,1,1,339
18,4,4,189,0,0,70
0,1,1,4,1,1,181
64,4,1,136,1,0,145
42,3,1,100,0,1,135
80,3,3,231,1,1,165
4,30,1,0,2,0,60
12,2,1,137,2,1,250
20,3,1,62,0,0,60
0,7,2,37,0,0,80
1,5,1,38,1,0,55
0,1,1,0,0,0,100
20,3,1,48,2,0,75
45,3,1,75,0,0,115
34,2,1,34,0,0,93
4,2,1,0,1,0,120
0,29,96,316,1,1,189
0,2,1,81,0,1,175
2,3,1,0,0,1,190
0,3,1,150,1,1,208
0,1,1,167,2,1,79
19,2,1,0,0,1,150
32,2,1,355,1,0,130
135,1,1,174,0,1,75
15,5,2,150,4,0,65
0,1,33,365,0,2,119
7,3,3,0,1,0,130
10,5,1,4,1,1,300
4,2,1,0,0,1,150
7,30,2,331,1,1,185
64,3,4,333,0,1,115
0,1,1,0,1,1,99
5,1,1,0,2,0,70
0,2,1,89,0,0,200
3,4,1,0,1,0,120
15,3,1,8,0,1,108
15,1,2,135,2,0,30
96,1,4,309,1,1,359
1,1,1,0,1,1,175
1,2,2,265,1,1,215
5,1,1,0,1,1,200
0,2,3,11,1,0,85
80,30,2,332,1,0,130
4,3,1,0,0,1,200
5,4,2,0,2,0,110
0,2,1,94,2,1,99
0,6,2,54,0,0,99
189,1,11,245,1,0,155
38,30,1,345,0,1,195
0,1,14,355,1,0,450
6,3,1,0,0,1,125
1,30,121,364,1,1,189
0,2,1,0,1,0,90
131,1,1,185,0,1,150
21,1,1,0,1,0,125
5,3,1,0,0,1,215
8,5,2,0,0,0,200
0,1,1,0,1,0,157
5,30,6,329,4,0,37
21,3,2,228,1,1,199
60,2,1,94,1,1,150
108,2,1,201,1,1,305
1,14,1,0,0,1,80
0,30,103,235,2,0,50
81,2,1,27,2,1,120
64,3,1,132,0,1,125
38,2,1,3,0,1,125
0,2,2,10,1,0,89
5,1,1,0,0,1,200
3,3,1,0,0,1,145
2,29,96,337,1,1,169
89,3,2,37,1,0,60
39,2,2,51,0,0,47
0,30,96,327,1,1,350
1,30,25,189,1,1,190
2,2,1,0,1,1,140
8,30,91,343,1,1,125
2,2,1,0,1,1,200
18,4,1,46,0,1,110
